record_id,event_time_utc,asset_class,program_value_band,schedule_criticality,robot_type,task_type,shift,terrain,weather,autonomy_level,battery_pct,signal_strength_pct,payload_kg,task_duration_min,cycle_time_sec,energy_used_kwh,operator_interventions,near_miss_count,planned_maintenance_flag,unplanned_downtime_min,qa_tolerance_mm,qa_deviation_mm,qa_pass_flag,value_at_risk_musd,delay_risk_pct,estimated_rework_cost_usd,productivity_score,task_success_label
CRI-000252,2025-01-02T19:48:00Z,semiconductor_fab,very_high,critical,inspection_drone,progress_scan,day,flat,light_rain,2,32,70,4,125,82.82,3.03,4,0,0,0,1.54,1.86,0,4.54,31.5,69841.76,68.5,0
CRI-000253,2025-01-02T19:57:00Z,hospital,high,critical,autonomous_excavator,bulk_excavation,night,flat,clear,3,29,83,3227,342,366.76,206.25,1,0,0,9,3.23,2.48,1,4.69,28.55,0.0,74.6,1
CRI-000254,2025-01-02T20:06:00Z,metro_tunnel,very_high,high,concrete_printing_robot,concrete_printing,night,mixed,clear,2,57,91,581,138,172.38,18.75,1,0,0,0,9.37,6.85,1,8.88,23.43,0.0,76.57,1
CRI-000255,2025-01-02T20:15:00Z,semiconductor_fab,very_high,critical,concrete_printing_robot,concrete_printing,day,mixed,clear,5,54,94,620,72,93.82,17.66,1,0,0,10,1.21,1.14,1,7.15,7.99,0.0,95.51,1
CRI-000256,2025-01-02T20:24:00Z,semiconductor_fab,very_high,critical,rebar_tying_robot,rebar_tying,day,sloped,clear,4,73,88,75,108,23.23,3.13,3,0,0,0,2.86,2.72,1,7.17,18.6,0.0,81.4,1
CRI-000257,2025-01-02T20:33:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,mixed,windy,5,59,85,322,91,163.65,25.61,2,0,0,1,3.91,2.15,1,4.95,14.94,0.0,85.41,1
CRI-000258,2025-01-02T20:42:00Z,data_center,high,critical,material_transport_rover,material_transport,night,mixed,clear,5,73,92,615,318,62.44,83.97,4,0,0,2,3.21,2.05,1,5.07,23.92,0.0,76.78,1
CRI-000259,2025-01-02T20:51:00Z,metro_tunnel,very_high,high,bricklaying_robot,masonry,night,flat,high_heat,4,68,90,275,242,26.08,21.96,2,0,0,9,6.85,4.67,1,8.3,29.06,0.0,74.09,1
CRI-000260,2025-01-02T21:00:00Z,airport_terminal,high,high,rebar_tying_robot,rebar_tying,day,mixed,clear,3,73,74,121,253,29.23,15.41,4,0,0,8,5.79,5.71,1,5.96,24.44,0.0,78.36,1
CRI-000261,2025-01-02T21:09:00Z,hospital,high,critical,autonomous_excavator,precision_grading,day,mixed,heavy_rain,3,87,88,3127,267,324.09,93.19,0,0,0,17,2.96,3.06,0,6.41,25.0,87708.33,80.95,0
CRI-000262,2025-01-02T21:18:00Z,hospital,high,critical,autonomous_excavator,bulk_excavation,day,mixed,clear,4,99,87,1016,195,268.89,59.41,3,0,0,0,2.91,3.45,0,2.94,10.8,18872.65,89.2,0
CRI-000263,2025-01-02T21:27:00Z,data_center,high,critical,material_transport_rover,material_transport,day,flat,light_rain,3,39,88,361,166,205.43,16.49,7,0,0,9,2.23,2.45,0,3.29,38.84,43169.53,64.31,0
CRI-000264,2025-01-02T21:36:00Z,airport_terminal,high,high,inspection_drone,qa_inspection,day,flat,windy,4,48,85,2,195,138.01,7.58,3,0,0,10,4.79,5.39,0,3.6,23.65,42876.03,79.85,0
CRI-000265,2025-01-02T21:45:00Z,airport_terminal,high,high,rebar_tying_robot,rebar_tying,night,flat,windy,3,32,71,92,263,25.4,16.8,3,0,0,9,4.6,3.75,1,2.04,27.12,0.0,76.03,1
CRI-000266,2025-01-02T21:54:00Z,long_span_bridge,very_high,critical,concrete_printing_robot,concrete_printing,night,mixed,windy,2,86,90,379,191,74.2,50.06,1,0,0,13,4.28,4.1,1,4.56,28.9,0.0,75.65,1
CRI-000267,2025-01-02T22:03:00Z,hospital,high,critical,material_transport_rover,material_transport,day,flat,clear,2,70,73,1689,132,277.58,16.27,0,0,0,1,2.07,2.04,1,5.92,17.5,0.0,82.85,1
CRI-000268,2025-01-02T22:12:00Z,data_center,high,critical,autonomous_excavator,bulk_excavation,day,mixed,heavy_rain,5,90,95,3649,114,177.33,57.27,6,0,0,0,4.81,4.8,1,4.28,25.17,0.0,74.83,1
CRI-000269,2025-01-02T22:21:00Z,semiconductor_fab,very_high,critical,rebar_tying_robot,rebar_tying,day,flat,clear,5,51,100,32,271,31.46,9.58,3,0,0,0,1.79,1.79,1,6.88,8.87,0.0,91.13,1
CRI-000270,2025-01-02T22:30:00Z,hospital,high,critical,bricklaying_robot,masonry,day,mixed,clear,4,20,98,80,39,30.26,2.2,0,0,0,3,3.4,4.02,0,6.17,14.33,52697.14,86.72,0
CRI-000271,2025-01-02T22:39:00Z,metro_tunnel,very_high,high,autonomous_excavator,bulk_excavation,night,sloped,clear,3,90,87,3592,175,225.2,100.45,4,0,0,0,9.75,5.98,1,2.6,29.96,0.0,70.04,0
CRI-000272,2025-01-02T22:48:00Z,airport_terminal,high,high,rebar_tying_robot,rebar_tying,day,flat,cold,3,31,90,127,117,9.64,4.09,2,0,1,0,5.16,4.98,1,4.34,21.73,0.0,78.27,1
CRI-000273,2025-01-02T22:57:00Z,metro_tunnel,very_high,high,concrete_printing_robot,concrete_printing,day,sloped,clear,2,33,76,569,294,56.6,64.5,3,0,0,0,9.55,5.5,1,5.53,21.74,0.0,78.26,1
CRI-000274,2025-01-02T23:06:00Z,airport_terminal,high,high,rebar_tying_robot,rebar_tying,day,flat,clear,4,76,89,42,78,18.93,5.17,3,0,0,11,3.66,4.07,0,6.9,17.34,47358.32,86.51,0
CRI-000275,2025-01-02T23:15:00Z,long_span_bridge,very_high,critical,inspection_drone,qa_inspection,night,flat,clear,2,40,80,25,232,36.01,4.16,4,0,0,5,3.83,2.76,1,9.22,29.36,0.0,72.39,1
CRI-000276,2025-01-02T23:24:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,flat,clear,4,54,83,587,84,64.89,19.4,1,0,0,0,3.57,2.99,1,1.74,13.38,0.0,86.62,1
CRI-000277,2025-01-02T23:33:00Z,long_span_bridge,very_high,critical,material_transport_rover,material_transport,day,flat,clear,2,85,73,2460,279,125.78,62.12,0,0,0,0,6.3,4.68,1,8.32,10.38,0.0,89.62,1
CRI-000278,2025-01-02T23:42:00Z,data_center,high,critical,material_transport_rover,material_transport,day,flat,clear,3,96,95,677,46,337.46,5.0,4,0,0,0,4.36,3.88,1,6.19,17.77,0.0,82.23,1
CRI-000279,2025-01-02T23:51:00Z,data_center,high,critical,material_transport_rover,material_transport,day,flat,clear,3,70,97,551,261,235.53,22.29,3,0,0,17,3.31,2.32,1,3.93,22.63,0.0,83.32,1
CRI-000280,2025-01-03T00:00:00Z,semiconductor_fab,very_high,critical,bricklaying_robot,masonry,day,mixed,clear,3,32,97,469,195,14.69,11.49,1,0,0,4,1.31,1.45,0,8.2,12.63,44653.38,88.77,0
CRI-000281,2025-01-03T00:09:00Z,hospital,high,critical,inspection_drone,progress_scan,day,mixed,high_heat,3,19,93,8,187,69.28,2.39,0,0,0,9,3.85,4.67,0,3.3,28.65,55668.04,74.5,0
CRI-000282,2025-01-03T00:18:00Z,airport_terminal,high,high,inspection_drone,qa_inspection,day,sloped,cloudy,4,30,84,25,26,101.64,0.5,2,0,0,3,3.65,2.92,1,1.29,17.33,0.0,83.72,1
CRI-000283,2025-01-03T00:27:00Z,hospital,high,critical,inspection_drone,qa_inspection,day,flat,cold,4,41,95,23,344,15.17,9.27,4,0,0,0,2.77,2.86,0,5.14,17.62,57503.85,82.38,0
CRI-000284,2025-01-03T00:36:00Z,hospital,high,critical,rebar_tying_robot,rebar_tying,day,confined,windy,4,64,98,134,336,7.06,14.76,4,0,0,5,3.3,3.44,0,1.76,26.64,17766.33,75.11,0
CRI-000285,2025-01-03T00:45:00Z,airport_terminal,high,high,material_transport_rover,material_transport,night,flat,light_rain,5,82,91,1777,196,195.72,33.54,2,0,0,4,5.49,4.83,1,6.42,22.43,0.0,78.97,1
CRI-000286,2025-01-03T00:54:00Z,airport_terminal,high,high,material_transport_rover,material_transport,night,flat,clear,3,40,79,924,161,93.61,16.64,3,0,1,6,3.45,2.39,1,3.62,23.76,0.0,78.34,1
CRI-000287,2025-01-03T01:03:00Z,hospital,high,critical,concrete_printing_robot,concrete_printing,day,flat,light_rain,2,47,96,521,316,84.7,73.36,4,0,0,0,2.65,2.56,1,3.45,29.56,0.0,70.44,0
CRI-000288,2025-01-03T01:12:00Z,metro_tunnel,very_high,high,rebar_tying_robot,rebar_tying,day,flat,clear,5,36,81,56,294,13.42,22.13,2,0,0,20,9.04,9.36,0,3.78,20.73,25512.69,86.27,0
CRI-000289,2025-01-03T01:21:00Z,data_center,high,critical,bricklaying_robot,masonry,day,flat,clear,3,62,74,163,293,17.55,33.14,1,0,0,9,3.21,2.89,1,3.58,21.31,0.0,81.84,1
CRI-000290,2025-01-03T01:30:00Z,long_span_bridge,very_high,critical,bricklaying_robot,masonry,day,confined,cloudy,5,91,91,306,193,31.12,18.67,4,0,0,10,7.5,4.86,1,5.91,19.63,0.0,83.87,1
CRI-000291,2025-01-03T01:39:00Z,data_center,high,critical,autonomous_excavator,bulk_excavation,day,confined,windy,3,20,72,3550,64,412.15,30.14,1,0,1,4,3.47,3.37,1,5.83,31.02,0.0,70.38,0
CRI-000292,2025-01-03T01:48:00Z,hospital,high,critical,concrete_printing_robot,concrete_printing,day,flat,clear,3,89,72,525,246,76.85,64.64,3,0,0,17,3.94,3.34,1,4.23,27.98,0.0,77.97,1
CRI-000293,2025-01-03T01:57:00Z,hospital,high,critical,inspection_drone,progress_scan,night,mixed,clear,2,70,90,18,256,103.78,8.05,4,0,0,0,2.27,1.54,1,1.23,25.86,0.0,74.14,1
CRI-000294,2025-01-03T02:06:00Z,semiconductor_fab,very_high,critical,inspection_drone,progress_scan,night,flat,clear,3,99,96,22,167,67.14,3.71,2,0,0,0,2.38,1.72,1,11.95,22.9,0.0,77.1,1
CRI-000295,2025-01-03T02:15:00Z,hospital,high,critical,inspection_drone,progress_scan,day,mixed,high_heat,4,33,81,9,103,87.71,1.04,0,0,1,6,2.92,3.02,0,2.99,14.07,48818.76,88.03,0
CRI-000296,2025-01-03T02:24:00Z,data_center,high,critical,bricklaying_robot,masonry,night,flat,cloudy,2,39,87,430,174,16.5,16.33,2,0,0,8,3.09,2.86,1,2.39,29.97,0.0,72.83,1
CRI-000297,2025-01-03T02:33:00Z,hospital,high,critical,rebar_tying_robot,rebar_tying,day,sloped,clear,4,89,89,151,302,24.26,20.07,1,0,0,0,2.83,3.37,0,1.1,15.87,13602.34,84.13,0
CRI-000298,2025-01-03T02:42:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,mixed,clear,2,34,97,414,84,65.43,24.9,2,0,1,0,3.27,3.55,0,4.65,17.82,22995.48,82.18,0
CRI-000299,2025-01-03T02:51:00Z,data_center,high,critical,material_transport_rover,material_transport,night,flat,cloudy,3,19,94,1091,320,330.35,35.33,3,0,0,5,3.05,1.87,1,7.67,32.42,0.0,69.33,0
CRI-000300,2025-01-03T03:00:00Z,hospital,high,critical,material_transport_rover,material_transport,day,sloped,cloudy,4,85,76,953,295,61.3,63.14,2,0,0,0,3.85,4.6,0,4.84,20.63,58577.97,79.37,0
CRI-000301,2025-01-03T03:09:00Z,data_center,high,critical,bricklaying_robot,masonry,day,flat,cloudy,4,58,73,333,204,31.67,16.65,1,0,0,4,2.12,1.65,1,5.4,14.59,0.0,86.81,1
CRI-000302,2025-01-03T03:18:00Z,hospital,high,critical,inspection_drone,progress_scan,night,flat,clear,2,78,100,22,271,99.01,5.11,2,0,0,0,3.05,3.12,0,4.82,17.9,63245.55,82.1,0
CRI-000303,2025-01-03T03:27:00Z,long_span_bridge,very_high,critical,rebar_tying_robot,rebar_tying,day,flat,clear,5,69,73,142,162,25.89,10.46,3,0,0,10,5.97,6.44,0,5.53,13.9,89874.01,89.6,0
CRI-000304,2025-01-03T03:36:00Z,long_span_bridge,very_high,critical,inspection_drone,progress_scan,day,flat,clear,3,47,90,24,47,118.79,1.05,3,0,0,2,3.13,2.11,1,5.07,17.89,0.0,82.81,1
CRI-000305,2025-01-03T03:45:00Z,airport_terminal,high,high,inspection_drone,progress_scan,day,mixed,light_rain,3,51,87,18,29,134.07,0.18,1,0,0,14,4.29,5.11,0,3.38,24.96,8425.99,79.94,0
CRI-000306,2025-01-03T03:54:00Z,hospital,high,critical,bricklaying_robot,masonry,day,mixed,cloudy,3,32,88,430,296,27.03,22.08,1,0,0,0,3.71,3.36,1,6.34,13.65,0.0,86.35,1
CRI-000307,2025-01-03T04:03:00Z,long_span_bridge,very_high,critical,bricklaying_robot,masonry,day,sloped,clear,3,92,70,274,69,21.99,8.23,3,0,0,0,5.06,2.98,1,5.15,26.04,0.0,73.96,1
CRI-000308,2025-01-03T04:12:00Z,metro_tunnel,very_high,high,autonomous_excavator,precision_grading,day,flat,clear,4,72,88,883,260,286.1,189.06,1,0,0,2,6.27,5.16,1,2.75,9.62,0.0,91.08,1
CRI-000309,2025-01-03T04:21:00Z,hospital,high,critical,material_transport_rover,material_transport,day,confined,clear,3,99,97,2444,129,146.21,10.85,3,0,0,2,3.99,3.32,1,1.51,17.9,0.0,82.8,1
CRI-000310,2025-01-03T04:30:00Z,semiconductor_fab,very_high,critical,autonomous_excavator,precision_grading,day,flat,cloudy,5,82,95,2083,122,229.65,49.88,2,0,0,12,2.03,2.07,0,8.65,12.65,41503.43,91.55,0
CRI-000311,2025-01-03T04:39:00Z,hospital,high,critical,material_transport_rover,material_transport,day,sloped,clear,5,73,99,2389,122,169.28,12.6,0,0,0,0,2.3,2.37,0,2.75,4.03,8157.64,95.97,0
CRI-000312,2025-01-03T04:48:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,flat,heavy_rain,4,69,77,351,178,102.3,38.38,3,0,0,5,3.31,3.32,0,2.39,31.02,33586.84,70.73,0
CRI-000313,2025-01-03T04:57:00Z,airport_terminal,high,high,rebar_tying_robot,rebar_tying,day,flat,cold,5,28,80,119,206,23.46,14.58,0,0,0,0,4.19,4.77,0,4.51,16.0,17181.47,84.0,0
CRI-000314,2025-01-03T05:06:00Z,airport_terminal,high,high,inspection_drone,progress_scan,day,mixed,cloudy,4,58,80,24,140,131.94,1.77,4,0,0,0,3.32,2.32,1,6.2,22.4,0.0,77.6,1
CRI-000315,2025-01-03T05:15:00Z,airport_terminal,high,high,autonomous_excavator,precision_grading,day,flat,cloudy,3,36,81,2062,30,304.75,20.77,1,0,1,10,3.1,3.31,0,6.52,16.66,37781.73,86.84,0
CRI-000316,2025-01-03T05:24:00Z,semiconductor_fab,very_high,critical,material_transport_rover,material_transport,day,mixed,high_heat,3,74,82,1296,174,87.08,40.49,6,0,0,3,1.47,1.02,1,8.68,27.83,0.0,73.22,1
CRI-000317,2025-01-03T05:33:00Z,hospital,high,critical,autonomous_excavator,precision_grading,night,confined,high_heat,3,70,99,1211,102,322.01,52.98,4,0,0,0,2.7,2.62,1,3.49,36.85,0.0,63.15,0
CRI-000318,2025-01-03T05:42:00Z,airport_terminal,high,high,material_transport_rover,material_transport,day,flat,light_rain,4,58,88,2365,352,288.95,83.54,3,0,0,5,5.06,5.59,0,5.46,25.0,67223.54,76.75,0
CRI-000319,2025-01-03T05:51:00Z,metro_tunnel,very_high,high,bricklaying_robot,masonry,day,flat,clear,3,91,77,365,351,28.42,18.66,3,0,0,3,4.53,3.96,1,2.37,18.29,0.0,82.76,1
CRI-000320,2025-01-03T06:00:00Z,data_center,high,critical,bricklaying_robot,masonry,day,mixed,cold,3,76,96,445,124,13.67,13.4,2,0,0,0,4.35,3.27,1,7.07,17.1,0.0,82.9,1
CRI-000321,2025-01-03T06:09:00Z,semiconductor_fab,very_high,critical,material_transport_rover,material_transport,day,flat,clear,3,51,77,1764,318,265.28,51.78,0,0,0,0,1.02,0.66,1,9.18,9.48,0.0,90.52,1
CRI-000322,2025-01-03T06:18:00Z,airport_terminal,high,high,bricklaying_robot,masonry,day,flat,clear,3,63,89,386,43,7.19,3.31,6,0,0,0,4.14,5.11,0,6.37,29.33,29879.02,70.67,0
CRI-000323,2025-01-03T06:27:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,flat,high_heat,4,36,78,230,275,161.39,73.79,3,0,0,4,4.24,5.08,0,5.48,19.15,32640.9,82.25,0
CRI-000324,2025-01-03T06:36:00Z,semiconductor_fab,very_high,critical,rebar_tying_robot,rebar_tying,day,confined,light_rain,4,99,95,28,137,10.76,6.75,1,0,0,4,1.33,1.17,1,7.45,20.43,0.0,80.97,1
CRI-000325,2025-01-03T06:45:00Z,hospital,high,critical,concrete_printing_robot,concrete_printing,day,flat,clear,3,44,97,620,159,116.67,37.43,2,1,0,15,2.42,3.02,0,1.99,25.47,11327.8,89.78,0
CRI-000326,2025-01-03T06:54:00Z,hospital,high,critical,autonomous_excavator,precision_grading,day,mixed,clear,3,93,99,1429,34,121.35,22.44,5,0,0,0,3.32,2.88,1,1.03,16.67,0.0,83.33,1
CRI-000327,2025-01-03T07:03:00Z,long_span_bridge,very_high,critical,bricklaying_robot,masonry,day,mixed,clear,3,25,93,275,67,20.96,3.27,6,0,0,10,7.83,9.05,0,3.88,31.18,24343.27,72.32,0
CRI-000328,2025-01-03T07:12:00Z,metro_tunnel,very_high,high,material_transport_rover,material_transport,day,flat,clear,4,57,98,643,208,213.8,35.12,2,0,0,0,9.31,8.23,1,7.67,8.0,0.0,92.0,1
CRI-000329,2025-01-03T07:21:00Z,hospital,high,critical,concrete_printing_robot,concrete_printing,day,mixed,clear,3,37,99,637,62,77.15,11.91,0,0,0,3,3.81,3.37,1,5.97,7.38,0.0,93.67,1
CRI-000330,2025-01-03T07:30:00Z,semiconductor_fab,very_high,critical,autonomous_excavator,bulk_excavation,day,mixed,high_heat,3,77,91,2255,150,285.31,94.96,2,0,0,0,1.03,1.1,0,10.59,25.09,87301.56,74.91,0
CRI-000331,2025-01-03T07:39:00Z,airport_terminal,high,high,bricklaying_robot,masonry,day,sloped,light_rain,3,41,76,389,152,37.51,6.47,3,0,0,13,4.6,2.55,1,3.97,31.12,0.0,73.43,1
CRI-000332,2025-01-03T07:48:00Z,long_span_bridge,very_high,critical,inspection_drone,progress_scan,night,mixed,clear,4,68,95,1,117,28.99,0.65,2,0,0,6,7.85,9.04,0,8.02,18.48,91354.92,83.62,0
CRI-000333,2025-01-03T07:57:00Z,metro_tunnel,very_high,high,rebar_tying_robot,rebar_tying,day,mixed,clear,2,39,98,139,261,6.51,12.59,4,0,0,11,5.46,4.13,1,4.5,29.23,0.0,74.62,1
CRI-000334,2025-01-03T08:06:00Z,hospital,high,critical,concrete_printing_robot,concrete_printing,day,mixed,light_rain,3,80,82,599,138,138.57,28.92,0,0,0,3,2.84,2.19,1,3.29,18.69,0.0,82.36,1
CRI-000335,2025-01-03T08:15:00Z,long_span_bridge,very_high,critical,bricklaying_robot,masonry,day,flat,light_rain,3,62,84,430,193,39.26,20.71,3,0,0,7,6.58,5.78,1,5.82,27.5,0.0,74.95,1
CRI-000336,2025-01-03T08:24:00Z,airport_terminal,high,high,bricklaying_robot,masonry,night,mixed,light_rain,3,29,91,160,330,24.23,33.69,1,0,0,3,5.83,5.22,1,7.0,34.02,0.0,67.03,0
CRI-000337,2025-01-03T08:33:00Z,airport_terminal,high,high,rebar_tying_robot,rebar_tying,day,flat,light_rain,3,89,77,105,43,26.02,2.31,0,0,0,4,5.69,6.53,0,1.8,22.85,29149.23,78.55,0
CRI-000338,2025-01-03T08:42:00Z,metro_tunnel,very_high,high,autonomous_excavator,bulk_excavation,day,sloped,light_rain,2,89,71,1283,125,391.07,46.01,1,0,0,2,5.75,4.94,1,2.74,26.28,0.0,74.42,1
CRI-000339,2025-01-03T08:51:00Z,data_center,high,critical,rebar_tying_robot,rebar_tying,night,flat,cold,5,78,80,83,210,24.6,9.75,2,0,0,7,3.89,2.81,1,6.62,24.31,0.0,78.14,1
CRI-000340,2025-01-03T09:00:00Z,long_span_bridge,very_high,critical,concrete_printing_robot,concrete_printing,day,sloped,cold,4,84,100,511,104,97.94,19.11,4,0,0,5,3.19,3.81,0,10.81,20.83,151189.32,80.92,0
CRI-000341,2025-01-03T09:09:00Z,long_span_bridge,very_high,critical,bricklaying_robot,masonry,day,mixed,clear,3,58,99,350,332,39.22,31.22,1,0,0,13,5.23,3.63,1,8.04,14.47,0.0,90.08,1
CRI-000342,2025-01-03T09:18:00Z,metro_tunnel,very_high,high,concrete_printing_robot,concrete_printing,day,mixed,high_heat,3,34,86,195,281,115.01,58.52,4,1,0,2,8.54,5.65,1,6.44,38.63,0.0,72.07,0
CRI-000343,2025-01-03T09:27:00Z,airport_terminal,high,high,inspection_drone,qa_inspection,night,flat,light_rain,4,33,71,15,172,86.55,0.89,3,0,0,0,4.02,2.88,1,5.34,22.16,0.0,77.84,1
CRI-000344,2025-01-03T09:36:00Z,metro_tunnel,very_high,high,rebar_tying_robot,rebar_tying,day,sloped,clear,4,35,92,41,187,19.43,6.54,1,0,0,10,8.67,7.53,1,5.09,21.67,0.0,81.83,1
CRI-000345,2025-01-03T09:45:00Z,data_center,high,critical,rebar_tying_robot,rebar_tying,day,flat,clear,4,68,97,123,245,23.91,18.12,2,0,0,11,4.2,3.54,1,4.65,15.03,0.0,88.82,1
CRI-000346,2025-01-03T09:54:00Z,hospital,high,critical,inspection_drone,qa_inspection,day,flat,light_rain,2,89,81,14,76,30.11,1.9,3,0,0,1,2.08,1.37,1,2.67,27.98,0.0,72.37,1
CRI-000347,2025-01-03T10:03:00Z,data_center,high,critical,inspection_drone,progress_scan,night,confined,clear,3,80,70,2,233,75.15,3.69,3,0,0,7,3.36,2.64,1,6.92,33.05,0.0,69.4,0
CRI-000348,2025-01-03T10:12:00Z,airport_terminal,high,high,concrete_printing_robot,concrete_printing,day,flat,clear,4,97,83,447,296,41.64,70.1,0,0,0,12,4.33,3.22,1,1.34,11.23,0.0,92.97,1
CRI-000349,2025-01-03T10:21:00Z,semiconductor_fab,very_high,critical,material_transport_rover,material_transport,day,confined,windy,4,24,100,2199,277,329.06,27.16,2,1,0,1,2.87,1.94,1,5.21,34.3,0.0,76.05,0
CRI-000350,2025-01-03T10:30:00Z,hospital,high,critical,inspection_drone,progress_scan,day,sloped,clear,2,73,75,11,215,47.15,1.94,0,0,0,10,2.2,1.47,1,1.49,23.84,0.0,79.66,1
CRI-000351,2025-01-03T10:39:00Z,data_center,high,critical,inspection_drone,progress_scan,day,flat,clear,2,36,83,4,46,40.32,1.44,3,0,0,0,3.76,3.37,1,2.25,25.45,0.0,74.55,1
CRI-000352,2025-01-03T10:48:00Z,hospital,high,critical,concrete_printing_robot,concrete_printing,day,confined,clear,3,93,91,228,175,117.4,33.92,4,0,0,10,3.69,3.32,1,3.97,31.09,0.0,72.41,1
CRI-000353,2025-01-03T10:57:00Z,long_span_bridge,very_high,critical,inspection_drone,progress_scan,night,confined,clear,4,39,70,9,326,46.36,9.39,6,0,0,8,8.0,9.12,0,4.89,36.85,48955.45,65.95,0
CRI-000354,2025-01-03T11:06:00Z,data_center,high,critical,autonomous_excavator,precision_grading,night,mixed,light_rain,5,73,76,2103,195,301.43,141.28,0,0,0,0,4.12,3.05,1,2.87,11.87,0.0,88.13,1
CRI-000355,2025-01-03T11:15:00Z,long_span_bridge,very_high,critical,rebar_tying_robot,rebar_tying,day,flat,windy,3,89,98,115,295,8.11,20.74,2,0,0,0,6.26,5.8,1,6.28,21.39,0.0,78.61,1
CRI-000356,2025-01-03T11:24:00Z,semiconductor_fab,very_high,critical,inspection_drone,progress_scan,night,sloped,clear,5,33,84,1,133,107.89,4.2,2,0,0,6,2.36,2.47,0,8.63,17.92,45887.57,84.18,0
CRI-000357,2025-01-03T11:33:00Z,long_span_bridge,very_high,critical,bricklaying_robot,masonry,night,mixed,clear,3,43,96,222,311,24.51,14.96,2,0,0,0,3.97,4.24,0,3.99,18.21,52626.51,81.79,0
CRI-000358,2025-01-03T11:42:00Z,data_center,high,critical,inspection_drone,qa_inspection,day,flat,high_heat,5,20,92,22,306,125.39,1.55,1,0,0,0,3.28,3.35,0,3.6,16.2,29171.3,83.8,0
CRI-000359,2025-01-03T11:51:00Z,data_center,high,critical,inspection_drone,progress_scan,day,flat,cloudy,4,24,78,11,22,63.98,0.37,4,0,0,0,4.64,5.18,0,5.98,21.28,94214.47,78.72,0
CRI-000360,2025-01-03T12:00:00Z,data_center,high,critical,bricklaying_robot,masonry,day,flat,clear,3,21,88,208,146,10.77,7.88,3,0,0,0,3.02,1.78,1,7.63,22.82,0.0,77.18,1
CRI-000361,2025-01-03T12:09:00Z,metro_tunnel,very_high,high,material_transport_rover,material_transport,day,flat,windy,2,58,98,772,51,335.73,8.14,3,0,0,0,5.81,5.74,1,6.19,25.35,0.0,74.65,1
CRI-000362,2025-01-03T12:18:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,night,mixed,high_heat,3,77,95,203,193,129.38,45.91,1,0,1,16,2.08,1.9,1,1.58,25.38,0.0,80.22,1
CRI-000363,2025-01-03T12:27:00Z,metro_tunnel,very_high,high,inspection_drone,qa_inspection,day,flat,windy,4,74,75,2,85,53.96,1.72,3,0,0,15,9.76,10.52,0,7.82,27.52,51847.51,77.73,0
CRI-000364,2025-01-03T12:36:00Z,semiconductor_fab,very_high,critical,bricklaying_robot,masonry,day,flat,cloudy,3,89,97,182,347,38.8,35.18,4,0,0,5,1.68,1.71,0,8.4,22.87,89679.75,78.88,0
CRI-000365,2025-01-03T12:45:00Z,long_span_bridge,very_high,critical,inspection_drone,progress_scan,day,mixed,clear,4,23,85,8,137,73.32,1.71,2,0,0,3,5.4,5.87,0,5.7,21.75,82030.21,79.3,0
CRI-000366,2025-01-03T12:54:00Z,data_center,high,critical,autonomous_excavator,bulk_excavation,day,flat,clear,3,98,88,921,121,159.29,45.43,4,0,0,0,4.66,4.91,0,2.66,24.91,38950.97,75.09,0
CRI-000367,2025-01-03T13:03:00Z,long_span_bridge,very_high,critical,autonomous_excavator,bulk_excavation,night,flat,clear,5,57,84,3507,107,400.88,77.4,3,0,1,33,7.99,9.33,0,3.73,24.63,51934.55,86.92,0
CRI-000368,2025-01-03T13:12:00Z,data_center,high,critical,concrete_printing_robot,concrete_printing,day,mixed,clear,5,96,88,252,187,70.84,42.82,3,0,0,11,2.84,1.81,1,4.68,13.7,0.0,90.15,1
CRI-000369,2025-01-03T13:21:00Z,metro_tunnel,very_high,high,inspection_drone,qa_inspection,day,confined,clear,4,65,85,23,211,80.68,4.62,1,0,0,2,9.73,8.58,1,7.93,13.85,0.0,86.85,1
CRI-000370,2025-01-03T13:30:00Z,long_span_bridge,very_high,critical,concrete_printing_robot,concrete_printing,day,confined,clear,4,65,78,186,171,99.45,30.05,2,0,0,1,5.92,5.18,1,6.47,17.97,0.0,82.38,1
CRI-000371,2025-01-03T13:39:00Z,semiconductor_fab,very_high,critical,concrete_printing_robot,concrete_printing,day,mixed,clear,3,28,79,180,161,169.36,20.48,3,0,0,0,1.14,0.66,1,5.96,27.08,0.0,72.92,1
CRI-000372,2025-01-03T13:48:00Z,airport_terminal,high,high,bricklaying_robot,masonry,night,confined,light_rain,4,87,99,224,197,34.41,13.46,2,0,0,14,4.22,4.03,1,4.17,28.35,0.0,76.55,1
CRI-000373,2025-01-03T13:57:00Z,semiconductor_fab,very_high,critical,rebar_tying_robot,rebar_tying,day,sloped,cloudy,4,77,80,63,239,26.02,14.59,3,0,0,0,1.42,1.23,1,8.2,23.44,0.0,76.56,1
